ID,Name,reinforcePrice,weaponUpgradeType,properStrength,originEquipWep11,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,showLogCondType,enableThrow,showDialogCondType,disableGemAttr,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,unknown_0x17c_5,quickMatchReplanish,isWeaponCatalyst,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,vsPlayerDmgCorrectRate_Sleep,vsPlayerDmgCorrectRate_Madness,saGuardCutRate,defMaterialVariationValue,spAttributeVariationValue,stealthAtkRate,vsPlayerDmgCorrectRate_Disease,vsPlayerDmgCorrectRate_Curse,restrictSpecialSwordArt,pad
11040000,Warpick,210,0,11,11040000,1,0,[0|0|0],1100,2206000,0,2.5,0,800,100,41,41,0,0,40,27,27,27,-1,-1,-1,-1,-1,-1,0,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,1,1,15,15,6.5,809,10403,0,0,1,10,108,0,0,0,53,60,0,27,0,-1,-1,0,-1,7,0,5,33,2,0,150,0,0,0,0,10,9,0,0,99,0,0,10,70,0,1,0,0,0,13,13,13,13,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,27,0,0,6,130,1,13,13,6,0,13,0,503,0,0,0,0,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.9,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,2100,310,6,6,1,2,60,-1,-1,-1,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11050000,Morning Star,340,0,12,11050000,1,0,[0|0|0],1105,2205000,0,5,0,850,100,47,37,0,0,47,31,31,31,6401,-1,-1,-1,-1,-1,0,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,1,1,1,1,15,15,6.5,812,10404,0,0,1,10,118,0,0,0,58,60,0,31,0,-1,-1,0,-1,7,0,5,33,2,0,150,0,0,182,0,10,8,0,0,99,0,0,10,70,0,1,0,0,0,15,15,15,15,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,31,0,0,6,130,2,15,15,6,0,15,0,503,0,0,0,7,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,3400,310,6,6,1,2,60,6501,-1,-1,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,11050000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11060000,Varre's Bouquet,180,1,8,-1,1,0,[0|0|0],1100,2209000,0,2,0,750,200,10,40,0,0,38,25,25,25,6413,-1,-1,-1,-1,-1,2200,11060000,11060000,11060000,11060000,11060000,11060000,11060000,11060000,11060000,11060000,11060000,-1,-1,-1,-1,1,1,1,1,15,15,6.5,814,10405,0,0,1,10,46,0,0,0,50,60,0,25,2200,-1,-1,0,-1,7,0,5,33,2,0,150,7,0,0,0,10,16,0,0,99,0,0,10,70,0,1,0,0,0,12,12,12,12,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,25,0,0,6,130,1,12,12,6,24,12,0,108,65,0,0,4,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.87,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10013,0,1,1,0,0,0,0,1,0,0,0,6,1800,310,6,6,2,0,60,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11070000,Spiked Club,320,0,12,11070000,1,0,[0|0|0],1107,2202000,0,5,0,700,100,54,42,0,0,45,30,30,30,6401,-1,-1,-1,-1,-1,0,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,1,1,1,1,15,15,6.5,815,10406,0,0,1,10,114,0,0,0,53,60,0,30,0,-1,-1,0,-1,7,0,5,33,2,0,102,0,0,181,0,10,7,0,0,99,0,0,10,70,0,1,0,0,0,15,15,15,15,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,6,130,1,15,15,6,0,15,0,650,0,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.04,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,3200,310,6,6,1,2,60,6501,-1,-1,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,11070000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11080000,Hammer,460,0,14,11080000,1,0,[0|0|0],1100,2207000,0,6.5,0,800,100,60,25,0,0,51,34,34,34,-1,-1,-1,-1,-1,-1,0,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,1,1,1,1,15,15,6.5,816,10407,0,0,1,10,124,0,0,0,58,60,0,36,0,-1,-1,0,-1,7,0,5,33,2,4,153,0,0,0,0,10,7,0,0,99,0,0,10,70,0,1,0,0,0,17,17,17,17,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,117,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,34,0,0,6,130,1,17,17,6,0,17,0,503,0,0,0,7,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.17,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,3,4600,310,6,6,1,2,60,-1,-1,-1,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,11080000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11090000,Monk's Flamemace,370,0,13,11090000,1,0,[0|0|0],1103,2208000,0,6,0,700,100,20,60,0,0,49,33,33,33,-1,-1,-1,-1,-1,-1,0,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,1,1,1,1,15,15,6.5,806,10408,0,0,1,10,126,0,0,0,56,60,0,33,0,-1,-1,0,-1,7,0,5,33,2,0,150,0,0,184,0,10,13,0,0,99,0,0,10,70,0,1,0,0,0,16,16,16,16,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,33,0,0,6,130,1,16,16,6,0,16,0,503,0,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,3700,310,6,6,1,2,60,-1,-1,-1,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,11090000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11100000,Envoy's Horn,280,1,10,-1,1,0,[0|0|0],1110,2210000,0,4,0,750,100,37,44,0,37,38,26,26,26,-1,-1,-1,-1,-1,-1,2200,11100000,11100000,11100000,11100000,11100000,11100000,11100000,11100000,11100000,11100000,11100000,-1,-1,-1,-1,1,1,1,1,15,15,6.5,4014,10409,0,0,1,10,96,0,0,0,53,60,0,28,2200,-1,-1,0,-1,7,0,5,33,2,0,150,0,13,0,0,10,12,0,16,99,0,0,10,70,0,1,0,0,0,14,14,14,14,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,38,62,4,6,130,1,14,14,6,0,14,0,1003,0,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.97,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,2800,310,6,6,2,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11110000,Scepter of the All-Knowing,290,1,12,-1,1,0,[0|0|0],1116,2213000,0,4.5,0,400,200,20,47,47,0,36,36,25,25,-1,-1,-1,-1,-1,-1,2200,11110000,11110000,11110000,11110000,11110000,11110000,11110000,11110000,11110000,11110000,11110000,-1,-1,-1,-1,1,1,1,1,15,15,6.5,817,10410,0,0,1,10,99,64,0,0,42,60,0,27,2200,-1,-1,0,-1,7,0,5,33,2,0,150,0,10,182,0,10,18,21,0,99,0,0,10,70,0,1,0,0,0,13,13,13,13,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,4,0,0,1,1,25,0,0,6,130,2,13,13,6,0,13,0,1182,0,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.06,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,2900,310,6,6,2,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11120000,Nox Flowing Hammer,400,1,17,-1,1,0,[0|0|0],1112,2211000,0,6.5,0,750,200,69,20,0,0,51,34,34,34,-1,-1,-1,-1,-1,-1,2200,11120000,11120000,11120000,11120000,11120000,11120000,11120000,11120000,11120000,11120000,11120000,-1,-1,-1,-1,1,1,1,1,15,15,6.5,818,10411,0,0,1,10,122,0,0,0,58,60,0,34,2200,-1,-1,0,-1,7,0,5,33,2,0,156,0,0,0,0,10,7,0,0,99,0,0,10,70,0,1,0,0,0,17,17,17,17,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,101,1,1,8,8,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,34,0,0,6,130,1,17,17,6,0,17,0,1035,0,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.17,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,10,4000,310,6,6,2,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11130000,Ringed Finger,310,1,15,-1,1,0,[0|0|0],1113,2212000,0,4.5,0,550,500,60,25,0,0,38,26,26,26,-1,-1,-1,-1,-1,-1,2200,11130000,11130000,11130000,11130000,11130000,11130000,11130000,11130000,11130000,11130000,11130000,-1,-1,-1,-1,1,1,1,1,15,15,6.5,819,10412,0,0,1,10,121,0,0,0,47,60,0,28,2200,-1,-1,0,-1,7,0,5,33,2,0,159,0,0,0,0,10,9,0,0,99,0,0,10,70,0,1,0,0,0,14,14,14,14,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,38,0,0,6,130,1,14,14,6,0,14,0,1046,0,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.05,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,3100,310,6,6,2,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11140000,Stone Club,480,0,16,11140000,1,0,[0|0|0],1101,2203000,0,7,0,1000,200,75,15,0,0,52,35,35,35,-1,-1,-1,-1,-1,-1,0,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,1,1,1,1,15,15,6.5,820,10413,0,0,1,10,122,0,0,0,65,60,0,36,0,-1,-1,0,-1,7,0,5,33,2,4,153,0,0,180,0,10,8,0,0,99,0,0,10,70,0,1,0,0,0,17,17,17,17,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,117,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,6,130,1,17,17,6,0,17,0,503,0,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.105,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,3,4800,310,6,6,1,2,60,-1,-1,-1,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,11140000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11150000,Marika's Hammer,380,1,20,-1,1,0,[0|0|0],1115,2214000,0,6,0,800,1000,55,31,0,40,44,30,30,30,-1,-1,-1,-1,-1,-1,2200,11150000,11150000,11150000,11150000,11150000,11150000,11150000,11150000,11150000,11150000,11150000,-1,-1,-1,-1,1,1,1,1,15,15,6.5,821,10414,0,0,1,10,101,0,0,0,58,60,0,33,2200,-1,-1,0,-1,7,0,5,33,2,4,153,0,13,0,0,10,12,0,19,99,0,0,10,70,0,1,0,0,0,16,16,16,16,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,117,1,1,8,8,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,44,65,4,6,130,1,16,16,6,0,16,0,1029,0,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,3,3800,310,6,6,3,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11500000,Flowerstone Gavel,360,1,14,-1,0,0,[0|0|0],1100,2213500,0,6,0,800,1000,39,25,0,0,49,33,33,33,-1,-1,-1,-1,-1,-1,2200,11500000,11500000,11500000,11500000,11500000,11500000,11500000,11500000,11500000,11500000,11500000,-1,-1,-1,-1,1,1,1.15,1.3,15,15,6.5,884,12226,0,0,1,10,121,0,0,0,58,60,0,33,2200,-1,-1,0,-1,7,0,5,33,2,2,102,0,0,0,0,10,8,0,0,99,0,0,10,70,0,1,0,0,0,16,16,16,16,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,128,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1.15,1,33,0,0,6,130,2,16,16,6,15,16,0,5380,39,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,15000,0,1,1,0,0,0,0,1,0,0,0,3,3000,310,6,6,2,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
12000000,Large Club,630,0,22,12000000,1,0,[0|0|0],1200,2400000,0,8.5,0,1050,100,74,0,0,0,60,32,32,32,-1,-1,-1,-1,-1,-1,0,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,1,1,1,1,15,15,7,850,10440,0,0,1,10,131,0,0,0,81,60,0,38,0,-1,-1,0,-1,7,0,5,35,2,2,152,0,0,0,2,12,0,0,0,99,0,0,30,80,0,2,0,0,0,18,18,18,18,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.077,1,0,0,1,1,0,0,0,0,0,0,1,1,32,0,0,6,150,1,18,18,6,0,18,0,650,0,0,0,3,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.015,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,6300,310,6,6,1,2,90,-1,-1,-1,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,12000000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
12010000,Greathorn Hammer,590,0,22,12010000,1,0,[0|0|0],1200,2409000,0,10,0,1100,100,55,39,0,0,65,35,35,35,-1,-1,-1,5120100,-1,-1,0,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,1,1,1,1,15,15,7,803,10441,0,0,1,10,134,0,0,0,91,60,0,42,0,-1,-1,0,-1,7,0,5,35,2,4,102,0,0,0,2,12,10,0,0,99,0,0,30,80,0,2,0,0,0,20,20,20,20,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,128,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.077,1,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,6,150,1,20,20,6,0,20,0,650,0,0,0,3,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.04,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,2,5900,310,6,6,2,2,90,-1,-1,-1,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,12010000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
12020000,Battle Hammer,630,0,26,12020000,1,0,[0|0|0],1200,2405000,0,10,0,1300,200,79,14,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,1,1,1,1,15,15,7,804,10442,0,0,1,10,131,0,0,0,103,60,0,44,0,-1,-1,0,-1,7,0,5,35,2,0,150,0,0,0,2,12,8,0,0,99,0,0,30,80,0,2,0,0,0,21,21,21,21,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,2,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,35,0.077,1,0,0,1,1,0,0,0,0,0,0,1,1,36,0,0,6,150,1,21,21,6,0,21,0,654,0,0,0,7,23,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.01,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,6300,310,6,6,1,2,90,-1,-1,-1,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,12020000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
